CustomerID,Senior Citizen,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,City,Zip Code,Gender,Churn Value,Churn Score,CLTV,Churn Reason,Age,Under 30,Married,Number of Dependents,Population,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category
3865-YIOTT,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,San Francisco,94110,Male,0,72,6283,Active Subscriber,40,No,Yes,1,74641,Yes,1,No Offer,11.67,26,Yes,Yes,0.0,0,840.24,8688.74,3,Stayed,Active Subscriber
5993-BQHEA,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,267.0,No,San Francisco,94111,Male,0,62,4018,Active Subscriber,42,No,No,0,3337,No,0,No Offer,16.59,0,No,No,0.0,0,199.08,466.08,3,Stayed,Active Subscriber
6024-RUGGH,No,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No,San Francisco,94112,Male,0,62,6499,Active Subscriber,22,Yes,Yes,2,73117,Yes,1,No Offer,28.06,0,No,No,0.0,0,2020.32,3819.22,3,Stayed,Active Subscriber
6513-EECDB,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes,San Francisco,94114,Male,1,94,4369,Price too high,75,No,Yes,0,30587,No,0,No Offer,36.92,6,No,Yes,0.0,0,36.92,110.47,2,Churned,Price
3956-CJUST,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No,San Francisco,94115,Female,0,49,2491,Active Subscriber,67,No,No,0,33122,No,0,No Offer,17.62,25,No,No,0.0,80,405.26,2128.81,4,Stayed,Active Subscriber
4079-WWQQQ,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,San Francisco,94116,Male,0,24,4266,Active Subscriber,45,No,No,0,42959,No,0,No Offer,0.0,10,Yes,Yes,0.0,0,0.0,4807.45,4,Stayed,Active Subscriber
6103-BOCOU,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,No,San Francisco,94117,Female,0,28,4501,Active Subscriber,37,No,No,0,38756,No,0,Offer C,20.64,22,No,Yes,0.0,0,536.64,2729.64,3,Stayed,Active Subscriber
5149-TGWDZ,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,No,San Francisco,94118,Female,0,20,3471,Active Subscriber,48,No,No,0,38955,No,0,No Offer,36.31,27,Yes,Yes,0.0,0,762.51,3001.91,4,Stayed,Active Subscriber
7471-WNSUF,No,No,60,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.15,1505.9,No,San Francisco,94121,Male,0,24,4501,Active Subscriber,23,Yes,Yes,0,42476,Yes,1,Offer B,16.42,0,No,No,0.0,0,985.2,2491.1,3,Stayed,Active Subscriber
8942-DBMHZ,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,255.35,No,San Francisco,94122,Male,0,80,4883,Active Subscriber,26,Yes,No,0,55504,No,0,No Offer,41.11,0,No,No,0.0,0,493.32,748.67,5,Stayed,Active Subscriber
4301-VVZKA,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No,San Francisco,94123,Male,0,51,5432,Active Subscriber,25,Yes,Yes,0,22920,Yes,1,No Offer,25.83,46,No,Yes,0.0,0,413.28,1602.68,5,Stayed,Active Subscriber
9199-PWQVC,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No,San Francisco,94124,Female,0,30,4010,Active Subscriber,38,No,Yes,0,33177,Yes,1,Offer B,49.08,24,Yes,No,0.0,30,3092.04,7908.19,3,Stayed,Active Subscriber
4824-GUCBY,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No,San Francisco,94127,Female,0,34,5602,Active Subscriber,77,No,No,0,20643,No,0,No Offer,23.43,22,No,Yes,29.88,0,515.46,2306.48,4,Stayed,Active Subscriber
5393-HJZSM,No,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,San Francisco,94129,Female,0,70,5324,Active Subscriber,54,No,Yes,1,2240,Yes,1,Offer C,32.43,19,Yes,Yes,0.0,0,1037.76,3441.91,3,Stayed,Active Subscriber
7074-IEVOJ,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,Yes,San Francisco,94130,Female,1,91,3501,Product dissatisfaction,75,No,No,0,1458,No,0,No Offer,41.9,11,No,Yes,0.0,0,125.7,330.75,1,Churned,Dissatisfaction
9625-QSTYE,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,Yes,San Francisco,94131,Female,1,79,4806,Service dissatisfaction,37,No,No,0,27906,No,0,No Offer,3.84,4,No,Yes,0.0,0,49.92,1002.22,1,Churned,Competitor
0862-PRCBS,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,San Francisco,94132,Female,0,45,4121,Active Subscriber,32,No,Yes,3,26297,Yes,6,No Offer,16.09,53,Yes,Yes,0.0,0,1094.12,8133.57,3,Stayed,Active Subscriber
8812-ZRHFP,No,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No,San Francisco,94133,Female,0,24,2923,Active Subscriber,53,No,Yes,3,26831,No,0,Offer C,48.43,58,Yes,Yes,0.0,0,1452.9,3990.95,3,Stayed,Active Subscriber
5146-CBVOE,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,San Francisco,94134,Female,0,59,5176,Active Subscriber,44,No,No,0,40137,No,0,No Offer,38.02,25,No,Yes,0.0,0,608.32,1821.17,5,Stayed,Active Subscriber
0454-OKRCT,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,Palo Alto,94301,Male,0,80,5542,Active Subscriber,32,No,No,0,16198,No,0,Offer C,34.85,27,No,Yes,0.0,0,1150.05,3801.15,4,Stayed,Active Subscriber
5787-KXGIY,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1304.8,No,Palo Alto,94303,Male,0,42,4035,Active Subscriber,54,No,Yes,0,45499,Yes,3,No Offer,2.61,0,No,No,0.0,0,187.92,1492.72,3,Stayed,Active Subscriber
4750-ZRXIU,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,Yes,Palo Alto,94304,Female,1,83,2467,Lack of self-service on Website,68,No,No,0,1723,No,0,No Offer,6.68,17,No,Yes,0.0,0,26.72,386.82,1,Churned,Competitor
4198-VFOEA,No,No,12,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,No,Stanford,94305,Female,0,30,2990,Active Subscriber,58,No,No,0,13386,No,0,No Offer,0.0,19,No,Yes,0.0,0,0.0,435.45,3,Stayed,Active Subscriber
6630-UJZMY,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,Palo Alto,94306,Female,0,37,5251,Active Subscriber,73,No,Yes,0,24492,Yes,10,No Offer,14.34,14,No,Yes,39.93,0,57.36,325.48,3,Stayed,Active Subscriber
5709-LVOEQ,No,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,0.0,No,San Mateo,94401,Female,0,45,2048,Active Subscriber,40,No,Yes,0,32488,Yes,8,No Offer,31.09,5,Yes,Yes,0.0,0,310.9,1119.4,3,Stayed,Active Subscriber
6400-BWQKW,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,Yes,San Mateo,94402,Female,1,99,3263,Network reliability,51,No,No,0,23393,No,0,No Offer,19.74,27,No,Yes,0.0,0,118.44,552.94,1,Churned,Dissatisfaction
2692-AQCPF,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No,San Mateo,94403,Female,0,69,6047,Active Subscriber,32,No,Yes,0,37926,Yes,6,Offer B,41.34,15,Yes,Yes,0.0,0,2687.1,9806.0,3,Stayed,Active Subscriber
0347-UBKUZ,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,320.45,No,San Mateo,94404,Female,0,29,3366,Active Subscriber,46,No,No,0,31882,No,0,No Offer,2.74,0,No,No,0.0,0,41.1,361.55,4,Stayed,Active Subscriber
0835-DUUIQ,No,Yes,24,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),21.05,531.55,No,Alameda,94501,Female,0,63,2050,Active Subscriber,55,No,No,0,58555,No,0,No Offer,47.31,0,No,No,0.0,0,1135.44,1666.99,5,Stayed,Active Subscriber
0811-GSDTP,No,Yes,13,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No,Alameda,94502,Female,0,22,3540,Active Subscriber,50,No,No,2,13996,No,0,No Offer,0.0,19,No,No,0.0,10,0.0,392.2,5,Stayed,Active Subscriber
7567-ECMCM,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No,Danville,94506,Male,0,43,5128,Active Subscriber,23,Yes,No,0,19777,No,0,No Offer,35.3,41,Yes,Yes,0.0,0,847.2,2848.2,4,Stayed,Active Subscriber
6115-ZTBFQ,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,Alamo,94507,Female,0,25,4119,Active Subscriber,56,No,Yes,0,15187,Yes,6,No Offer,0.0,4,Yes,Yes,0.0,0,0.0,4919.7,3,Stayed,Active Subscriber
6353-BRMMA,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No,Angwin,94508,Female,0,57,5795,Active Subscriber,62,No,Yes,3,3641,Yes,3,Offer B,42.35,76,Yes,Yes,0.0,0,2286.9,7932.7,4,Stayed,Active Subscriber
6680-WKXRZ,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes,Antioch,94509,Female,1,97,2054,Don't know,32,No,No,0,90891,No,0,No Offer,23.82,24,No,Yes,0.0,0,71.46,287.26,3,Churned,Other
6231-WFGFH,No,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,77.6,No,Benicia,94510,Male,0,34,5053,Active Subscriber,39,No,Yes,2,25578,Yes,4,No Offer,3.63,0,No,No,0.0,0,14.52,92.12,4,Stayed,Active Subscriber
9904-EHEVJ,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No,Bethel Island,94511,Female,0,35,2965,Active Subscriber,66,No,Yes,1,2379,Yes,9,Offer C,5.73,30,No,Yes,26.98,0,183.36,3052.93,5,Stayed,Active Subscriber
7028-DVOIQ,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes,Birds Landing,94512,Male,1,82,2074,Don't know,71,No,No,0,138,No,0,No Offer,20.83,19,No,No,0.0,120,729.05,4244.85,1,Churned,Other
6169-PPETC,No,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.5,759.35,No,Brentwood,94513,Male,0,38,2009,Active Subscriber,42,No,Yes,1,26577,Yes,8,No Offer,47.33,0,No,No,0.0,0,1656.55,2415.9,4,Stayed,Active Subscriber
4208-UFFGW,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,Yes,Byron,94514,Male,1,84,5900,Don't know,80,No,No,0,10153,No,0,Offer E,26.62,11,No,Yes,0.0,0,53.24,138.39,2,Churned,Other
8584-KMVXD,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,No,Calistoga,94515,Female,0,31,2934,Active Subscriber,64,No,No,0,7384,No,0,Offer E,11.2,17,No,No,0.0,10,89.6,635.15,3,Stayed,Active Subscriber
8467-WYNSR,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,No,Clayton,94517,Male,0,62,2729,Active Subscriber,62,No,No,0,14239,No,0,No Offer,37.11,15,No,Yes,0.0,0,816.42,2069.57,3,Stayed,Active Subscriber
0851-DFJKB,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,No,Concord,94518,Female,0,55,4497,Active Subscriber,57,No,No,0,27394,No,0,No Offer,30.54,11,No,Yes,0.0,0,458.1,1413.25,4,Stayed,Active Subscriber
5382-SOYZL,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No,Concord,94519,Male,0,61,3729,Active Subscriber,39,No,No,0,18650,No,0,No Offer,11.15,17,Yes,Yes,0.0,0,245.3,2407.9,4,Stayed,Active Subscriber
9448-REEVD,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes,Concord,94520,Male,1,74,3700,Don't know,21,Yes,Yes,0,36186,Yes,1,No Offer,32.08,73,Yes,Yes,0.0,0,32.08,76.78,3,Churned,Other
3261-CQXOL,No,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,1813.35,No,Concord,94521,Female,0,37,4993,Active Subscriber,33,No,Yes,2,39888,No,0,Offer A,4.15,0,No,No,0.0,0,294.65,2108.0,3,Stayed,Active Subscriber
8388-FYNPZ,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,No,Pleasant Hill,94523,Male,0,51,2401,Active Subscriber,26,Yes,No,0,32685,No,0,Offer E,34.69,47,No,Yes,0.0,0,138.76,383.91,3,Stayed,Active Subscriber
4002-BQWPQ,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No,Crockett,94525,Male,0,61,5917,Active Subscriber,59,No,No,0,3193,No,0,No Offer,25.2,23,Yes,Yes,0.0,0,630.0,2658.8,3,Stayed,Active Subscriber
5651-YLPRD,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,No,Danville,94526,Female,0,48,4970,Active Subscriber,45,No,Yes,3,32873,Yes,7,No Offer,26.66,57,No,No,0.0,130,853.12,3706.87,5,Stayed,Active Subscriber
2826-DXLQO,Yes,No,7,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No,El Cerrito,94530,Male,0,69,2587,Active Subscriber,80,No,Yes,0,23141,Yes,10,Offer E,0.0,13,No,Yes,11.83,0,0.0,208.62,3,Stayed,Active Subscriber
4378-BZYFP,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.5,365.8,No,Fairfield,94533,Male,0,65,2259,Active Subscriber,41,No,No,0,77683,No,0,No Offer,42.66,0,No,No,0.0,0,725.22,1091.02,3,Stayed,Active Subscriber
9489-UTFKA,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No,Travis Afb,94535,Male,0,27,2136,Active Subscriber,76,No,Yes,0,9978,Yes,9,Offer E,22.4,23,No,Yes,16.58,0,179.2,714.57,3,Stayed,Active Subscriber
4849-PYRLQ,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,No,Fremont,94536,Female,0,26,4011,Active Subscriber,80,No,No,0,66543,No,0,No Offer,37.3,8,No,Yes,17.16,0,2088.8,6125.84,3,Stayed,Active Subscriber
9117-SHLZX,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,Fremont,94538,Male,1,72,3571,Poor expertise of phone support,36,No,No,0,56126,No,0,No Offer,10.41,17,No,Yes,0.0,0,10.41,56.11,3,Churned,Dissatisfaction
9889-TMAHG,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,Yes,Fremont,94539,Male,1,74,5084,Competitor had better devices,66,No,No,0,46917,No,0,No Offer,11.57,27,Yes,Yes,0.0,0,92.56,924.91,1,Churned,Competitor
4541-RMRLG,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.25,112.3,Yes,Hayward,94541,Male,1,82,4489,Competitor offered higher download speeds,53,No,No,0,60274,No,0,No Offer,9.14,0,No,No,0.0,0,63.98,176.28,3,Churned,Attitude
7764-BDPEE,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.85,60.65,No,Hayward,94542,Male,0,38,5868,Active Subscriber,50,No,No,3,11147,No,0,No Offer,19.58,0,No,No,0.0,0,58.74,119.39,4,Joined,Active Subscriber
3429-IFLEM,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,No,Hayward,94544,Female,0,61,4846,Active Subscriber,48,No,No,0,72993,No,0,Offer A,18.2,28,No,Yes,0.0,0,1292.2,6842.3,3,Stayed,Active Subscriber
3158-MOERK,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes,Hayward,94545,Female,1,83,3391,Competitor offered more data,57,No,No,0,27311,No,0,No Offer,48.34,28,Yes,Yes,0.0,0,96.68,271.48,2,Churned,Competitor
7294-TMAOP,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes,Castro Valley,94546,Female,1,72,2627,Competitor made better offer,30,No,No,0,41698,No,0,Offer E,15.44,51,Yes,No,0.0,60,15.44,165.99,2,Churned,Competitor
5002-GCQFH,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No,Hercules,94547,Male,0,62,5698,Active Subscriber,30,No,Yes,0,22479,Yes,1,Offer B,47.17,26,No,No,0.0,30,2311.33,7074.43,3,Stayed,Active Subscriber
0556-FJEGU,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No,Lafayette,94549,Male,0,58,4474,Active Subscriber,26,Yes,No,0,23996,No,0,Offer B,47.47,69,No,Yes,0.0,0,2753.26,6802.21,4,Stayed,Active Subscriber
8919-FYFQZ,Yes,No,44,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes,Livermore,94550,Male,1,96,4829,Competitor had better devices,73,No,Yes,0,75929,Yes,2,No Offer,0.0,28,No,Yes,0.0,0,0.0,1359.7,1,Churned,Competitor
0604-THJFP,No,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No,Castro Valley,94552,Female,0,46,5446,Active Subscriber,40,No,Yes,0,13212,Yes,4,Offer B,8.28,22,Yes,Yes,0.0,0,488.52,5030.87,3,Stayed,Active Subscriber
2834-JRTUA,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Yes,Martinez,94553,Male,1,81,5200,Competitor had better devices,30,No,No,0,46677,No,0,Offer A,49.42,53,Yes,Yes,0.0,0,3508.82,11040.97,1,Churned,Competitor
5875-YPQFJ,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,Fremont,94555,Male,1,84,5367,Competitor offered higher download speeds,51,No,No,0,33883,No,0,Offer E,45.66,28,No,Yes,0.0,0,45.66,115.56,3,Churned,Competitor
5879-SESNB,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,No,Moraga,94556,Female,0,75,5902,Active Subscriber,34,No,No,0,16510,No,0,Offer D,33.79,23,No,Yes,0.0,0,371.69,1260.34,3,Stayed,Active Subscriber
6646-QVXLR,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes,Napa,94558,Male,1,91,5052,Competitor offered higher download speeds,77,No,Yes,0,63947,Yes,1,No Offer,7.11,16,Yes,Yes,0.0,0,440.82,6824.17,1,Churned,Competitor
6461-PPAXN,No,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,No,Napa,94559,Female,0,30,4858,Active Subscriber,20,Yes,Yes,0,26894,Yes,5,No Offer,42.18,59,No,Yes,0.0,0,1476.3,3392.3,4,Stayed,Active Subscriber
3318-ISQFQ,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,No,Newark,94560,Female,0,28,5409,Active Subscriber,23,Yes,No,0,42491,No,0,Offer D,10.97,0,No,No,0.0,0,219.4,632.4,3,Stayed,Active Subscriber
1106-HRLKZ,No,Yes,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,808.95,No,Oakley,94561,Male,0,34,2630,Active Subscriber,21,Yes,Yes,1,27607,Yes,9,Offer B,22.96,0,No,No,0.0,0,918.4,1727.35,5,Stayed,Active Subscriber
2483-XSSMZ,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,No,Orinda,94563,Female,0,23,5531,Active Subscriber,22,Yes,No,0,17964,No,0,No Offer,25.33,82,No,No,0.0,70,987.87,2944.27,3,Stayed,Active Subscriber
8603-IJWDN,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,Yes,Pinole,94564,Male,1,93,5228,Competitor offered higher download speeds,41,No,No,0,16717,No,0,Offer E,5.43,18,Yes,Yes,0.0,0,5.43,92.03,3,Churned,Competitor
8165-ZJRNM,No,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.75,1679.25,No,Pittsburg,94565,Female,0,67,4923,Active Subscriber,62,No,Yes,1,78816,Yes,7,Offer A,21.14,0,No,No,0.0,0,1522.08,3201.33,5,Stayed,Active Subscriber
9369-XFEHK,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes,Pleasanton,94566,Female,1,72,3601,Competitor offered more data,76,No,Yes,0,36669,Yes,1,No Offer,33.19,15,No,Yes,0.0,0,1095.27,3751.77,2,Churned,Competitor
2604-XVDAM,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No,Pope Valley,94567,Female,0,26,5706,Active Subscriber,54,No,No,0,494,No,0,Offer D,6.56,17,No,Yes,0.0,0,78.72,619.67,4,Stayed,Active Subscriber
3717-OFRTN,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.75,19.75,No,Dublin,94568,Male,0,43,3595,Active Subscriber,48,No,No,0,29636,No,0,Offer E,5.32,0,No,No,0.0,0,5.32,25.07,5,Joined,Active Subscriber
9046-JBFWA,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.15,537.35,No,Port Costa,94569,Male,0,51,4004,Active Subscriber,20,Yes,No,2,173,No,0,No Offer,30.36,0,No,No,0.0,0,819.72,1357.07,3,Stayed,Active Subscriber
3280-NMUVX,No,Yes,34,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,678.8,No,Rio Vista,94571,Male,0,33,4669,Active Subscriber,53,No,Yes,0,5246,Yes,7,No Offer,26.03,0,No,No,0.0,0,885.02,1563.82,5,Stayed,Active Subscriber
1206-EHBDD,No,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,No,Rodeo,94572,Female,0,67,6203,Active Subscriber,56,No,Yes,0,8506,Yes,9,Offer B,4.24,15,No,Yes,0.0,0,237.44,4751.09,3,Stayed,Active Subscriber
8361-LBRDI,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.35,1423.85,No,Saint Helena,94574,Female,0,51,6190,Active Subscriber,31,No,No,0,9423,No,0,Offer B,38.62,0,No,No,0.0,0,2239.96,3663.81,3,Stayed,Active Subscriber
4883-KCPZJ,No,Yes,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,555.4,No,Deer Park,94576,Female,0,75,4386,Active Subscriber,30,No,Yes,3,223,Yes,9,Offer D,25.98,0,No,No,0.0,0,571.56,1126.96,3,Stayed,Active Subscriber
9108-EQPNQ,No,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.1,225.55,No,San Leandro,94577,Female,0,63,3179,Active Subscriber,27,Yes,Yes,2,41871,Yes,10,Offer D,18.57,0,No,No,0.0,0,185.7,411.25,5,Stayed,Active Subscriber
7277-KAMWT,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.0,268.45,No,San Leandro,94578,Male,0,63,3037,Active Subscriber,23,Yes,No,0,36568,No,0,Offer D,1.61,0,No,No,0.0,0,20.93,289.38,3,Stayed,Active Subscriber
3842-IYKUE,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,Yes,San Leandro,94579,Female,1,88,2455,Competitor offered more data,28,Yes,No,0,19815,No,0,Offer C,45.14,41,Yes,No,23.89,130,1579.9,4603.51,2,Churned,Competitor
6641-XRPSU,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,Yes,San Lorenzo,94580,Female,1,93,2318,Competitor offered more data,61,No,No,0,26240,No,0,Offer C,4.66,21,No,Yes,11.0,0,158.44,2563.54,2,Churned,Competitor
